Name,Description,Category,Source,License,URL
"Easy Enemy Pack","Simple enemy character pack for games","Characters","Quaternius","CC0","https://quaternius.com/"
"Buildings Pack","Building model pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Animated Dinosaur Pack","Animated dinosaur character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Cars Pack","Car vehicle model pack","Vehicles","Quaternius","CC0","https://quaternius.com/"
"Modular Platformer Pack","Modular platformer game asset pack","Game Assets","Quaternius","CC0","https://quaternius.com/"
"Animated Robot Pack","Animated robot character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Farm Buildings Pack","Farm themed building pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Modular Weapons Pack","Modular weapon and tool pack","Weapons","Quaternius","CC0","https://quaternius.com/"
"Background Posed Humans Pack","Posed human character pack for background scenes","Characters","Quaternius","CC0","https://quaternius.com/"
"Animated Monster Pack","Animated monster character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Animated Knight Pack","Animated knight character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Farm Animal Pack","Farm animal model pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Animated Guns Pack","Animated weapon and gun pack","Weapons","Quaternius","CC0","https://quaternius.com/"
"Sci-Fi Gun Pack","Sci-fi themed weapon pack","Weapons","Quaternius","CC0","https://quaternius.com/"
"Animated Fish Pack","Animated fish character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Modular Streets Pack","Modular street and road pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Ships Pack","Ship vehicle model pack","Vehicles","Quaternius","CC0","https://quaternius.com/"
"Modular Dungeon Pack","Modular dungeon environment pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Spaceships Pack","Spaceship model pack","Vehicles","Quaternius","CC0","https://quaternius.com/"
"Animated Zombie Pack","Animated zombie character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Animated Woman Pack","Animated single woman character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Animated Man Pack","Animated single man character pack","Characters","Quaternius","CC0","https://quaternius.com/"
"Furniture Pack","Furniture model pack","Props","Quaternius","CC0","https://quaternius.com/"
"Simple Buildings Pack","Simple building model pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Modular Medieval Building Pack","Modular medieval building pack","Environment","Quaternius","CC0","https://quaternius.com/"
"RPG Essentials Pack","Essential RPG game asset pack","Game Assets","Quaternius","CC0","https://quaternius.com/"
"Junk Food Pack","Junk food and snack model pack","Props","Quaternius","CC0","https://quaternius.com/"
"Texture Fantasy Nature Pack","Fantasy nature themed texture pack","Textures","Quaternius","CC0","https://quaternius.com/"
"Public Transport Pack","Public transport vehicle pack","Vehicles","Quaternius","CC0","https://quaternius.com/"
"Simple Nature Pack","Simple nature model pack","Environment","Quaternius","CC0","https://quaternius.com/"
"Factory Kit","Low-poly factory buildings and machinery","Environment","Kenney","CC0","https://kenney.nl/assets/factory-kit"
"Car Kit","Low-poly stylized car pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/car-kit"
"Platformer Kit","Platformer game assets including blocks enemies and items","Game Assets","Kenney","CC0","https://kenney.nl/assets/platformer-kit"
"Cube Pets","Cute cube-style pet characters","Characters","Kenney","CC0","https://kenney.nl/assets/cube-pets"
"Modular Dungeon Kit","Modular dungeon environment kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-dungeon-kit"
"Pirate Kit","Pirate themed game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/pirate-kit"
"Mini Dungeon","Mini-sized dungeon environment kit","Environment","Kenney","CC0","https://kenney.nl/assets/mini-dungeon"
"Modular Space Kit","Modular space station/ship kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-space-kit"
"Graveyard Kit","Graveyard themed environment assets","Environment","Kenney","CC0","https://kenney.nl/assets/graveyard-kit"
"Airplane Kit","Low-poly airplane pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/airplane-kit"
"Animal Pack","Animal character pack","Characters","Kenney","CC0","https://kenney.nl/assets/animal-pack"
"Blocky Characters","Block-style character pack","Characters","Kenney","CC0","https://kenney.nl/assets/blocky-characters"
"Board Game Kit","Board game themed assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/board-game-kit"
"City Kit (Commercial / Town)","City building and town environment kit","Environment","Kenney","CC0","https://kenney.nl/assets/city-kit"
"Construction Kit","Construction themed assets and equipment","Game Assets","Kenney","CC0","https://kenney.nl/assets/construction-kit"
"Defense Kit","Defense and turret assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/defense-kit"
"Farm Kit","Farm themed environment assets","Environment","Kenney","CC0","https://kenney.nl/assets/farm-kit"
"Fighter Jets","Fighter jet aircraft pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/fighter-jets"
"Furniture Kit","Furniture model pack","Props","Kenney","CC0","https://kenney.nl/assets/furniture-kit"
"Hexagon Kit","Hexagon tile-based game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/hexagon-kit"
"Isometric Rooms","Isometric room environment assets","Environment","Kenney","CC0","https://kenney.nl/assets/isometric-rooms"
"Mini Battles","Mini-sized battle game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/mini-battles"
"Mini Cars","Mini-sized car vehicles","Vehicles","Kenney","CC0","https://kenney.nl/assets/mini-cars"
"Mini Characters","Mini-sized character pack","Characters","Kenney","CC0","https://kenney.nl/assets/mini-characters"
"Mini Enemies","Mini-sized enemy characters","Characters","Kenney","CC0","https://kenney.nl/assets/mini-enemies"
"Mini Golf Kit","Mini golf course assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/mini-golf-kit"
"Mini Guns","Mini-sized weapon pack","Weapons","Kenney","CC0","https://kenney.nl/assets/mini-guns"
"Mini Market","Mini market stall assets","Environment","Kenney","CC0","https://kenney.nl/assets/mini-market"
"Mini Monsters","Mini-sized monster characters","Characters","Kenney","CC0","https://kenney.nl/assets/mini-monsters"
"Mini Ninja","Mini-sized ninja characters","Characters","Kenney","CC0","https://kenney.nl/assets/mini-ninja"
"Mini Office","Mini office environment assets","Environment","Kenney","CC0","https://kenney.nl/assets/mini-office"
"Mini People","Mini-sized people characters","Characters","Kenney","CC0","https://kenney.nl/assets/mini-people"
"Mini Racing","Mini-sized racing game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/mini-racing"
"Mini Sports","Mini-sized sports game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/mini-sports"
"Mini Tanks","Mini-sized tank vehicles","Vehicles","Kenney","CC0","https://kenney.nl/assets/mini-tanks"
"Mini Town","Mini-sized town environment","Environment","Kenney","CC0","https://kenney.nl/assets/mini-town"
"Mini UFOs","Mini-sized UFO vehicles","Vehicles","Kenney","CC0","https://kenney.nl/assets/mini-ufos"
"Mini Vehicles","Mini-sized vehicle pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/mini-vehicles"
"Mini Warships","Mini-sized warship vehicles","Vehicles","Kenney","CC0","https://kenney.nl/assets/mini-warships"
"Mini Western","Mini-sized western themed assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/mini-western"
"Mini Zombie","Mini-sized zombie characters","Characters","Kenney","CC0","https://kenney.nl/assets/mini-zombie"
"Modern Office","Modern office interior assets","Environment","Kenney","CC0","https://kenney.nl/assets/modern-office"
"Modular Buildings","Modular building block kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-buildings"
"Modular Forest","Modular forest environment kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-forest"
"Modular Highway","Modular highway and road kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-highway"
"Modular Interiors","Modular interior room kit","Environment","Kenney","CC0","https://kenney.nl/assets/modular-interiors"
"Monster Pack","Monster character pack","Characters","Kenney","CC0","https://kenney.nl/assets/monster-pack"
"Pinball Pack","Pinball machine themed assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/pinball-pack"
"Platformer (Deluxe)","Deluxe platformer game asset kit","Game Assets","Kenney","CC0","https://kenney.nl/assets/platformer-deluxe"
"Racing Kit","Racing game assets and vehicles","Game Assets","Kenney","CC0","https://kenney.nl/assets/racing-kit"
"Robot Kit","Robot character pack","Characters","Kenney","CC0","https://kenney.nl/assets/robot-kit"
"Roguelike Pack","Roguelike game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/roguelike-pack"
"Sci-Fi Kit","Sci-fi themed game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/sci-fi-kit"
"Shape Characters","Shape-based character pack","Characters","Kenney","CC0","https://kenney.nl/assets/shape-characters"
"Space Kit","Space themed environment assets","Environment","Kenney","CC0","https://kenney.nl/assets/space-kit"
"Spaceship Kit","Spaceship vehicle pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/spaceship-kit"
"Sports Kit","Sports themed game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/sports-kit"
"Strategy Kit","Strategy game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/strategy-kit"
"Tower Defense Kit","Tower defense game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/tower-defense-kit"
"Toy Tank Kit","Toy tank vehicle pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/toy-tank-kit"
"Train Kit","Train vehicle pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/train-kit"
"Turret Kit","Turret weapon pack","Weapons","Kenney","CC0","https://kenney.nl/assets/turret-kit"
"Vehicle Kit","General vehicle pack","Vehicles","Kenney","CC0","https://kenney.nl/assets/vehicle-kit"
"War Kit","War themed game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/war-kit"
"Weapon Kit","General weapon pack","Weapons","Kenney","CC0","https://kenney.nl/assets/weapon-kit"
"Western Kit","Western themed game assets","Game Assets","Kenney","CC0","https://kenney.nl/assets/western-kit"
"Zombie Pack","Zombie character pack","Characters","Kenney","CC0","https://kenney.nl/assets/zombie-pack"
"1999 RQ36 asteroid","Asteroid 1999 RQ36 (Bennu) 3D model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"3D Model: Nancy Grace Roman Space Telescope","NASA Nancy Grace Roman Space Telescope model A","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"3D Model: Nancy Grace Roman Space Telescope (A)","NASA Nancy Grace Roman Space Telescope variant A","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"70 meter dish","NASA 70-meter deep space network dish antenna","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Active Cavity Irradiance Monitor Satellite (AcrimSAT) (A)","AcrimSAT satellite model variant A","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Active Cavity Irradiance Monitor Satellite (AcrimSAT) (B)","AcrimSAT satellite model variant B","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Advanced Composition Explorer","NASA Advanced Composition Explorer (ACE) satellite","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Advanced Crew Escape Suit","NASA advanced crew escape suit model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Advanced Technology Large-Aperture Space Telescope (ATLAST)","ATLAST concept space telescope model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Aeronomy of Ice in the Mesosphere","NASA AIM satellite model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Agena Target Vehicle","NASA Agena target vehicle","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Apollo 11 - Landing Site","Apollo 11 landing site terrain model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Apollo 11 - View of the Moon","Apollo 11 moon surface model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Apollo 12 - Landing Site","Apollo 12 landing site terrain model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Apollo 14 - Landing Site","Apollo 14 landing site terrain model","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Pillars of Creation Nebula","NASA Pillars of Creation nebula model (latest asset)","Space","NASA 3D Resources","Public Domain","https://science.nasa.gov/3d-resources/?current_page=1"
"Poly Haven Props","Scanned 3D props (rocks pots small objects)","Props","Poly Haven","CC0","https://polyhaven.com/models/props"
"Poly Haven Furniture","Scanned 3D furniture models","Furniture","Poly Haven","CC0","https://polyhaven.com/models/furniture"
"Poly Haven Decorative","Decorative 3D models","Decorative","Poly Haven","CC0","https://polyhaven.com/models/decorative"
"Poly Haven Industrial","Industrial themed 3D models","Industrial","Poly Haven","CC0","https://polyhaven.com/models/industrial"
"Poly Haven Appliances","Appliance 3D models","Appliances","Poly Haven","CC0","https://polyhaven.com/models/appliances"
"Poly Haven Nature","Nature scanned 3D models (trees rocks plants)","Nature","Poly Haven","CC0","https://polyhaven.com/models/nature"
"Poly Haven Electronics","Electronic 3D models","Electronics","Poly Haven","CC0","https://polyhaven.com/models/electronics"
"Poly Haven Tools","Tool 3D models","Tools","Poly Haven","CC0","https://polyhaven.com/models/tools"
"Poly Haven Lighting","Lighting fixture 3D models","Lighting","Poly Haven","CC0","https://polyhaven.com/models/lighting"
"Mixamo Characters","Free rigged characters with animation library (Adobe ID required)","Characters","Mixamo","Free for use","https://www.mixamo.com/"
"VRM Avatars","VRM format avatars for VTuber and game use","Characters","VRM Consortium","Various","https://vrm.dev/en/"
"Ready Player Me Avatars","Free avatar API and library","Characters","Ready Player Me","Free for use","https://readyplayer.me/"
"Smithsonian 3D Collections","3D scanned museum artifacts and historical objects","Architecture","Smithsonian 3D","CC0","https://3d.si.edu/"
"Scan the World","Photogrammetry scans of museum artifacts and sculptures","Architecture","MyMiniFactory","CC-BY","https://www.myminifactory.com/scantheworld"
"Sketchfab Free Models","Community uploaded 3D models filterable by Creative Commons license","Mixed","Sketchfab","CC (filterable)","https://sketchfab.com/download"
"Sketchfab Character Library","Sketchfab character model collection","Characters","Sketchfab","CC (filterable)","https://sketchfab.com/tags/character"
"Sketchfab Weapon Library","Sketchfab weapon model collection","Weapons","Sketchfab","CC (filterable)","https://sketchfab.com/tags/weapon"
"Sketchfab Vehicle Library","Sketchfab vehicle model collection","Vehicles","Sketchfab","CC (filterable)","https://sketchfab.com/tags/vehicle"
"Sketchfab Animal Library","Sketchfab animal model collection","Characters","Sketchfab","CC (filterable)","https://sketchfab.com/tags/animal"
"Sketchfab Building Library","Sketchfab building model collection","Environment","Sketchfab","CC (filterable)","https://sketchfab.com/tags/building"
"Sketchfab Tree Library","Sketchfab tree model collection","Environment","Sketchfab","CC (filterable)","https://sketchfab.com/tags/tree"
"Sketchfab Car Library","Sketchfab car model collection","Vehicles","Sketchfab","CC (filterable)","https://sketchfab.com/tags/car"
"Sketchfab Dragon Library","Sketchfab dragon model collection","Characters","Sketchfab","CC (filterable)","https://sketchfab.com/tags/dragon"
"Sketchfab Soldier Library","Sketchfab soldier model collection","Characters","Sketchfab","CC (filterable)","https://sketchfab.com/tags/soldier"
"Sketchfab Pistol Library","Sketchfab pistol model collection","Weapons","Sketchfab","CC (filterable)","https://sketchfab.com/tags/pistol"
"Sketchfab Gun Library","Sketchfab gun model collection","Weapons","Sketchfab","CC (filterable)","https://sketchfab.com/tags/gun"
"Sketchfab People-and-Characters","Sketchfab people and character collection","Characters","Sketchfab","CC (filterable)","https://poly.pizza/tags/People-and-Characters"
"Poly Pizza Free Models","Archive of Google Poly 10500+ free 3D models","Mixed","Poly Pizza","CC (filterable)","https://poly.pizza/"
"BlendSwap Models","Blender-format (.blend) free models from community","Mixed","BlendSwap","Varies per artist","https://www.blendswap.com/"
"Free3D Models","Free 3D model library with varied quality and licenses","Mixed","Free3D","Varies","https://free3d.com/"
"Free3DBase Models","Free 3D model library","Mixed","Free3DBase","Varies","https://free3dbase.com/"
"Thingiverse Models","3D printable model library primarily for 3D printing","Mixed","Thingiverse","CC-BY (mostly)","https://www.thingiverse.com/"
"TurboSquid Free Models","Free 3D model section of TurboSquid marketplace","Mixed","TurboSquid","Varies","https://www.turbosquid.com/Search/3D-Models/free"
"CGTrader Free Models","Free 3D model section of CGTrader marketplace","Mixed","CGTrader","Varies","https://www.cgtrader.com/free-3d-models"
"Clara.io Library","Online free 3D model library","Mixed","Clara.io","Free for use","https://clara.io/library"
"3D Warehouse (SketchUp)","SketchUp format 3D model community library","Mixed","3D Warehouse","Varies","https://3dwarehouse.sketchup.com/"
"Adobe Substance Assets","3D assets and materials library (free tier available)","Mixed","Adobe Substance","Free tier available","https://substance3d.adobe.com/assets"
"ambientCG Models","CC0 3D models and PBR textures","Mixed","ambientCG","CC0","https://ambientcg.com/"
"Cults3D Free Models","3D printable and viewable models with free section","Mixed","Cults3D","Varies","https://cults3d.com/"
"MyMiniFactory Free Models","3D printable models with free section and CC options","Mixed","MyMiniFactory","CC (filterable)","https://www.myminifactory.com/"
"Open3dModel Library","Free 3D model library with daily updates","Mixed","Open3dModel","Varies","http://open3dmodel.com/"
"ESA Space Models","European Space Agency 3D models of spacecraft and missions","Space","ESA","Varies","https://www.esa.int/ESA_Multimedia/Videos"
"Sketchfab League of Legends","League of Legends fan-made 3D models","Characters","Sketchfab","CC (filterable)","https://sketchfab.com/tags/leagueoflegends"
"Sketchfab Free Flashlight","Free flashlight 3D models collection","Props","Sketchfab","CC (filterable)","https://sketchfab.com/tags/free-flashlight"
"RoyaltyFree3DModels Library","Royalty free 3D models textures and tutorials","Mixed","RoyaltyFree3DModels","Varies","http://www.royaltyfree3dmodels.wikidot.com/"
"Three.js Examples - gltf folder","All glTF models in the official three.js examples collection","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/gltf"
"Three.js Examples - gltf-compressed","Draco/Meshopt compressed glTF models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/gltf-compressed"
"Three.js Examples - obj","OBJ format models (figures hands)","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/obj"
"Three.js Examples - fbx","FBX format animated models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/fbx"
"Three.js Examples - collada","DAE/Collada format models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/collada"
"Three.js Examples - stl","STL format 3D printable models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/stl"
"Three.js Examples - ply","PLY format point cloud and mesh models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/ply"
"Three.js Examples - vox","MagicaVoxel format voxel models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/vox"
"Three.js Examples - vtk","VTK format scientific models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/vtk"
"Three.js Examples - 3mf","3MF format 3D print models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/3mf"
"Three.js Examples - draco","Draco geometry compression samples","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/draco"
"Three.js Examples - gcode","G-code samples for 3D printing paths","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/gcode"
"Three.js Examples - json","Three.js native JSON format models","Mixed","Three.js Examples","MIT/CC0","https://github.com/mrdoob/three.js/tree/dev/examples/models/json"
